c est monet dalia qui arrive	monet dalia	1.0
il s agit de madame dalia monet	gael perrot	0.0
la patiente est gael perrot	dalia monet	0.0
on confirme gael perrot pour ce dossier	dalia monet	0.0
c est perrot gael qui arrive	monet dalia	0.0
il s agit de monsieur gael perrot	gael perrot	1.0
le patient est gael perrot	gael perrot	1.0
on confirme gael perrot pour ce dossier	gael perrot	1.0
c est perrot gael qui arrive	perrot gael	1.0
il s agit de monsieur gael perrot	norah gobert	0.0
le patient est norah gobert	gael perrot	0.0
on confirme norah gobert pour ce dossier	gael perrot	0.0
c est gobert norah qui arrive	perrot gael	0.0
il s agit de madame norah gobert	norah gobert	1.0
la patiente est norah gobert	norah gobert	1.0
on confirme norah gobert pour ce dossier	norah gobert	1.0
c est gobert norah qui arrive	gobert norah	1.0
il s agit de madame norah gobert	alexis caron	0.0
la patiente est alexis caron	norah gobert	0.0
on confirme alexis caron pour ce dossier	norah gobert	0.0
c est caron alexis qui arrive	gobert norah	0.0
il s agit de monsieur alexis caron	alexis caron	1.0
le patient est alexis caron	alexis caron	1.0
on confirme alexis caron pour ce dossier	alexis caron	1.0
c est caron alexis qui arrive	caron alexis	1.0
il s agit de monsieur alexis caron	salome vidal	0.0
le patient est salome vidal	alexis caron	0.0
on confirme salome vidal pour ce dossier	alexis caron	0.0
c est vidal salome qui arrive	caron alexis	0.0
il s agit de madame salome vidal	salome vidal	1.0
la patiente est salome vidal	salome vidal	1.0
on confirme salome vidal pour ce dossier	salome vidal	1.0
c est vidal salome qui arrive	vidal salome	1.0
il s agit de madame salome vidal	mehdi lambert	0.0
la patiente est mehdi lambert	salome vidal	0.0
on confirme mehdi lambert pour ce dossier	salome vidal	0.0
c est lambert mehdi qui arrive	vidal salome	0.0
il s agit de monsieur mehdi lambert	mehdi lambert	1.0
le patient est mehdi lambert	mehdi lambert	1.0
on confirme mehdi lambert pour ce dossier	mehdi lambert	1.0
c est lambert mehdi qui arrive	lambert mehdi	1.0
il s agit de monsieur mehdi lambert	jade roche	0.0
le patient est jade roche	mehdi lambert	0.0
on confirme jade roche pour ce dossier	mehdi lambert	0.0
c est roche jade qui arrive	lambert mehdi	0.0
il s agit de madame jade roche	jade roche	1.0
la patiente est jade roche	jade roche	1.0
on confirme jade roche pour ce dossier	jade roche	1.0
c est roche jade qui arrive	roche jade	1.0
il s agit de madame jade roche	maxime poulain	0.0
la patiente est maxime poulain	jade roche	0.0
on confirme maxime poulain pour ce dossier	jade roche	0.0
c est poulain maxime qui arrive	roche jade	0.0
il s agit de monsieur maxime poulain	maxime poulain	1.0
le patient est maxime poulain	maxime poulain	1.0
on confirme maxime poulain pour ce dossier	maxime poulain	1.0
c est poulain maxime qui arrive	poulain maxime	1.0
il s agit de monsieur maxime poulain	selma guillet	0.0
le patient est selma guillet	maxime poulain	0.0
on confirme selma guillet pour ce dossier	maxime poulain	0.0
c est guillet selma qui arrive	poulain maxime	0.0
il s agit de madame selma guillet	selma guillet	1.0
la patiente est selma guillet	selma guillet	1.0
on confirme selma guillet pour ce dossier	selma guillet	1.0
c est guillet selma qui arrive	guillet selma	1.0
il s agit de madame selma guillet	denis thebault	0.0
la patiente est denis thebault	selma guillet	0.0
on confirme denis thebault pour ce dossier	selma guillet	0.0
c est thebault denis qui arrive	guillet selma	0.0
il s agit de monsieur denis thebault	denis thebault	1.0
le patient est denis thebault	denis thebault	1.0
on confirme denis thebault pour ce dossier	denis thebault	1.0
c est thebault denis qui arrive	thebault denis	1.0
il s agit de monsieur denis thebault	maelle franck	0.0
le patient est maelle franck	denis thebault	0.0
on confirme maelle franck pour ce dossier	denis thebault	0.0
c est franck maelle qui arrive	thebault denis	0.0
il s agit de madame maelle franck	maelle franck	1.0
la patiente est maelle franck	maelle franck	1.0
on confirme maelle franck pour ce dossier	maelle franck	1.0
c est franck maelle qui arrive	franck maelle	1.0
il s agit de madame maelle franck	quentin duchesne	0.0
la patiente est quentin duchesne	maelle franck	0.0
on confirme quentin duchesne pour ce dossier	maelle franck	0.0
c est duchesne quentin qui arrive	franck maelle	0.0
il s agit de monsieur quentin duchesne	quentin duchesne	1.0
le patient est quentin duchesne	quentin duchesne	1.0
on confirme quentin duchesne pour ce dossier	quentin duchesne	1.0
c est duchesne quentin qui arrive	duchesne quentin	1.0
il s agit de monsieur quentin duchesne	laura serra	0.0
le patient est laura serra	quentin duchesne	0.0
on confirme laura serra pour ce dossier	quentin duchesne	0.0
c est serra laura qui arrive	duchesne quentin	0.0
il s agit de madame laura serra	laura serra	1.0
la patiente est laura serra	laura serra	1.0
on confirme laura serra pour ce dossier	laura serra	1.0
c est serra laura qui arrive	serra laura	1.0
il s agit de madame laura serra	yanis collet	0.0
la patiente est yanis collet	laura serra	0.0
on confirme yanis collet pour ce dossier	laura serra	0.0
c est collet yanis qui arrive	serra laura	0.0
il s agit de monsieur yanis collet	yanis collet	1.0
le patient est yanis collet	yanis collet	1.0
on confirme yanis collet pour ce dossier	yanis collet	1.0
c est collet yanis qui arrive	collet yanis	1.0
il s agit de monsieur yanis collet	morgane merle	0.0
le patient est morgane merle	yanis collet	0.0
on confirme morgane merle pour ce dossier	yanis collet	0.0
c est merle morgane qui arrive	collet yanis	0.0
il s agit de madame morgane merle	morgane merle	1.0
la patiente est morgane merle	morgane merle	1.0
on confirme morgane merle pour ce dossier	morgane merle	1.0
c est merle morgane qui arrive	merle morgane	1.0
il s agit de madame morgane merle	antoine riviere	0.0
la patiente est antoine riviere	morgane merle	0.0
on confirme antoine riviere pour ce dossier	morgane merle	0.0
c est riviere antoine qui arrive	merle morgane	0.0
il s agit de monsieur antoine riviere	antoine riviere	1.0
le patient est antoine riviere	antoine riviere	1.0
on confirme antoine riviere pour ce dossier	antoine riviere	1.0
c est riviere antoine qui arrive	riviere antoine	1.0
il s agit de monsieur antoine riviere	safia maurin	0.0
le patient est safia maurin	antoine riviere	0.0
on confirme safia maurin pour ce dossier	antoine riviere	0.0
c est maurin safia qui arrive	riviere antoine	0.0
il s agit de madame safia maurin	safia maurin	1.0
la patiente est safia maurin	safia maurin	1.0
on confirme safia maurin pour ce dossier	safia maurin	1.0
c est maurin safia qui arrive	maurin safia	1.0
il s agit de madame safia maurin	julien picard	0.0
la patiente est julien picard	safia maurin	0.0
on confirme julien picard pour ce dossier	safia maurin	0.0
c est picard julien qui arrive	maurin safia	0.0
il s agit de monsieur julien picard	julien picard	1.0
le patient est julien picard	julien picard	1.0
on confirme julien picard pour ce dossier	julien picard	1.0
c est picard julien qui arrive	picard julien	1.0
il s agit de monsieur julien picard	eva garrel	0.0
le patient est eva garrel	julien picard	0.0
on confirme eva garrel pour ce dossier	julien picard	0.0
c est garrel eva qui arrive	picard julien	0.0
il s agit de madame eva garrel	eva garrel	1.0
la patiente est eva garrel	eva garrel	1.0
on confirme eva garrel pour ce dossier	eva garrel	1.0
c est garrel eva qui arrive	garrel eva	1.0
il s agit de madame eva garrel	cedric bosco	0.0
la patiente est cedric bosco	eva garrel	0.0
on confirme cedric bosco pour ce dossier	eva garrel	0.0
c est bosco cedric qui arrive	garrel eva	0.0
il s agit de monsieur cedric bosco	cedric bosco	1.0
le patient est cedric bosco	cedric bosco	1.0
on confirme cedric bosco pour ce dossier	cedric bosco	1.0
c est bosco cedric qui arrive	bosco cedric	1.0
il s agit de monsieur cedric bosco	lea fauconnier	0.0
le patient est lea fauconnier	cedric bosco	0.0
on confirme lea fauconnier pour ce dossier	cedric bosco	0.0
c est fauconnier lea qui arrive	bosco cedric	0.0
il s agit de madame lea fauconnier	lea fauconnier	1.0
la patiente est lea fauconnier	lea fauconnier	1.0
on confirme lea fauconnier pour ce dossier	lea fauconnier	1.0
c est fauconnier lea qui arrive	fauconnier lea	1.0
il s agit de madame lea fauconnier	eric navarro	0.0
la patiente est eric navarro	lea fauconnier	0.0
on confirme eric navarro pour ce dossier	lea fauconnier	0.0
c est navarro eric qui arrive	fauconnier lea	0.0
il s agit de monsieur eric navarro	eric navarro	1.0
le patient est eric navarro	eric navarro	1.0
on confirme eric navarro pour ce dossier	eric navarro	1.0
c est navarro eric qui arrive	navarro eric	1.0
il s agit de monsieur eric navarro	melina gaume	0.0
le patient est melina gaume	eric navarro	0.0
on confirme melina gaume pour ce dossier	eric navarro	0.0
c est gaume melina qui arrive	navarro eric	0.0
il s agit de madame melina gaume	melina gaume	1.0
la patiente est melina gaume	melina gaume	1.0
on confirme melina gaume pour ce dossier	melina gaume	1.0
c est gaume melina qui arrive	gaume melina	1.0
il s agit de madame melina gaume	romain dallet	0.0
la patiente est romain dallet	melina gaume	0.0
on confirme romain dallet pour ce dossier	melina gaume	0.0
c est dallet romain qui arrive	gaume melina	0.0
il s agit de monsieur romain dallet	romain dallet	1.0
le patient est romain dallet	romain dallet	1.0
on confirme romain dallet pour ce dossier	romain dallet	1.0
c est dallet romain qui arrive	dallet romain	1.0
il s agit de monsieur romain dallet	julie besson	0.0
le patient est julie besson	romain dallet	0.0
on confirme julie besson pour ce dossier	romain dallet	0.0
c est besson julie qui arrive	dallet romain	0.0
il s agit de madame julie besson	julie besson	1.0
la patiente est julie besson	julie besson	1.0
on confirme julie besson pour ce dossier	julie besson	1.0
c est besson julie qui arrive	besson julie	1.0
il s agit de madame julie besson	damien colson	0.0
la patiente est damien colson	julie besson	0.0
on confirme damien colson pour ce dossier	julie besson	0.0
c est colson damien qui arrive	besson julie	0.0
il s agit de monsieur damien colson	damien colson	1.0
le patient est damien colson	damien colson	1.0
on confirme damien colson pour ce dossier	damien colson	1.0
c est colson damien qui arrive	colson damien	1.0
il s agit de monsieur damien colson	anais poulard	0.0
le patient est anais poulard	damien colson	0.0
on confirme anais poulard pour ce dossier	damien colson	0.0
c est poulard anais qui arrive	colson damien	0.0
il s agit de madame anais poulard	anais poulard	1.0
la patiente est anais poulard	anais poulard	1.0
on confirme anais poulard pour ce dossier	anais poulard	1.0
c est poulard anais qui arrive	poulard anais	1.0
il s agit de madame anais poulard	pierre villemin	0.0
la patiente est pierre villemin	anais poulard	0.0
on confirme pierre villemin pour ce dossier	anais poulard	0.0
c est villemin pierre qui arrive	poulard anais	0.0
il s agit de monsieur pierre villemin	pierre villemin	1.0
le patient est pierre villemin	pierre villemin	1.0
on confirme pierre villemin pour ce dossier	pierre villemin	1.0
c est villemin pierre qui arrive	villemin pierre	1.0
il s agit de monsieur pierre villemin	karima torres	0.0
le patient est karima torres	pierre villemin	0.0
on confirme karima torres pour ce dossier	pierre villemin	0.0
c est torres karima qui arrive	villemin pierre	0.0
il s agit de madame karima torres	karima torres	1.0
la patiente est karima torres	karima torres	1.0
on confirme karima torres pour ce dossier	karima torres	1.0
c est torres karima qui arrive	torres karima	1.0
il s agit de madame karima torres	olivier brunel	0.0
la patiente est olivier brunel	karima torres	0.0
on confirme olivier brunel pour ce dossier	karima torres	0.0
c est brunel olivier qui arrive	torres karima	0.0
il s agit de monsieur olivier brunel	olivier brunel	1.0
le patient est olivier brunel	olivier brunel	1.0
on confirme olivier brunel pour ce dossier	olivier brunel	1.0
c est brunel olivier qui arrive	brunel olivier	1.0
il s agit de monsieur olivier brunel	sabrina chevalier	0.0
le patient est sabrina chevalier	olivier brunel	0.0
on confirme sabrina chevalier pour ce dossier	olivier brunel	0.0
c est chevalier sabrina qui arrive	brunel olivier	0.0
il s agit de madame sabrina chevalier	sabrina chevalier	1.0
la patiente est sabrina chevalier	sabrina chevalier	1.0
on confirme sabrina chevalier pour ce dossier	sabrina chevalier	1.0
c est chevalier sabrina qui arrive	chevalier sabrina	1.0
il s agit de madame sabrina chevalier	arnaud gerard	0.0
la patiente est arnaud gerard	sabrina chevalier	0.0
on confirme arnaud gerard pour ce dossier	sabrina chevalier	0.0
c est gerard arnaud qui arrive	chevalier sabrina	0.0
il s agit de monsieur arnaud gerard	arnaud gerard	1.0
le patient est arnaud gerard	arnaud gerard	1.0
on confirme arnaud gerard pour ce dossier	arnaud gerard	1.0
c est gerard arnaud qui arrive	gerard arnaud	1.0
il s agit de monsieur arnaud gerard	yasmina cordier	0.0
le patient est yasmina cordier	arnaud gerard	0.0
on confirme yasmina cordier pour ce dossier	arnaud gerard	0.0
c est cordier yasmina qui arrive	gerard arnaud	0.0
il s agit de madame yasmina cordier	yasmina cordier	1.0
la patiente est yasmina cordier	yasmina cordier	1.0
on confirme yasmina cordier pour ce dossier	yasmina cordier	1.0
c est cordier yasmina qui arrive	cordier yasmina	1.0
il s agit de madame yasmina cordier	bruno salazar	0.0
la patiente est bruno salazar	yasmina cordier	0.0
on confirme bruno salazar pour ce dossier	yasmina cordier	0.0
c est salazar bruno qui arrive	cordier yasmina	0.0
il s agit de monsieur bruno salazar	bruno salazar	1.0
le patient est bruno salazar	bruno salazar	1.0
on confirme bruno salazar pour ce dossier	bruno salazar	1.0
c est salazar bruno qui arrive	salazar bruno	1.0
il s agit de monsieur bruno salazar	amelie morel	0.0
le patient est amelie morel	bruno salazar	0.0
on confirme amelie morel pour ce dossier	bruno salazar	0.0
c est morel amelie qui arrive	salazar bruno	0.0
horaire prevu six heures  	six heures  	1.0
on commence a six heures  	six heures  	1.0
mise en salle a six heures  	six heures  	1.0
horaire prevu six heures  	sept heures  	0.0
on commence a sept heures  	six heures  	0.0
mise en salle a sept heures  	six heures  	0.0
horaire prevu six heures dix	six heures dix	1.0
on commence a six heures dix	six heures dix	1.0
mise en salle a six heures dix	six heures dix	1.0
horaire prevu six heures dix	sept heures quinze	0.0
on commence a sept heures quinze	six heures dix	0.0
mise en salle a sept heures quinze	six heures dix	0.0
horaire prevu six heures vingt	six heures vingt	1.0
on commence a six heures vingt	six heures vingt	1.0
mise en salle a six heures vingt	six heures vingt	1.0
horaire prevu six heures vingt	sept heures trente	0.0
on commence a sept heures trente	six heures vingt	0.0
mise en salle a sept heures trente	six heures vingt	0.0
horaire prevu six heures trente	six heures trente	1.0
on commence a six heures trente	six heures trente	1.0
mise en salle a six heures trente	six heures trente	1.0
horaire prevu six heures trente	sept heures quarante cinq	0.0
on commence a sept heures quarante cinq	six heures trente	0.0
mise en salle a sept heures quarante cinq	six heures trente	0.0
horaire prevu sept heures  	sept heures  	1.0
on commence a sept heures  	sept heures  	1.0
mise en salle a sept heures  	sept heures  	1.0
horaire prevu sept heures  	huit heures  	0.0
on commence a huit heures  	sept heures  	0.0
mise en salle a huit heures  	sept heures  	0.0
horaire prevu sept heures quinze	sept heures quinze	1.0
on commence a sept heures quinze	sept heures quinze	1.0
mise en salle a sept heures quinze	sept heures quinze	1.0
horaire prevu sept heures quinze	huit heures quinze	0.0
on commence a huit heures quinze	sept heures quinze	0.0
mise en salle a huit heures quinze	sept heures quinze	0.0
horaire prevu sept heures trente	sept heures trente	1.0
on commence a sept heures trente	sept heures trente	1.0
mise en salle a sept heures trente	sept heures trente	1.0
horaire prevu sept heures trente	huit heures trente	0.0
on commence a huit heures trente	sept heures trente	0.0
mise en salle a huit heures trente	sept heures trente	0.0
horaire prevu sept heures quarante cinq	sept heures quarante cinq	1.0
on commence a sept heures quarante cinq	sept heures quarante cinq	1.0
mise en salle a sept heures quarante cinq	sept heures quarante cinq	1.0
horaire prevu sept heures quarante cinq	neuf heures  	0.0
on commence a neuf heures  	sept heures quarante cinq	0.0
mise en salle a neuf heures  	sept heures quarante cinq	0.0
horaire prevu huit heures  	huit heures  	1.0
on commence a huit heures  	huit heures  	1.0
mise en salle a huit heures  	huit heures  	1.0
horaire prevu huit heures  	neuf heures quinze	0.0
on commence a neuf heures quinze	huit heures  	0.0
mise en salle a neuf heures quinze	huit heures  	0.0
horaire prevu huit heures quinze	huit heures quinze	1.0
on commence a huit heures quinze	huit heures quinze	1.0
mise en salle a huit heures quinze	huit heures quinze	1.0
horaire prevu huit heures quinze	neuf heures trente	0.0
on commence a neuf heures trente	huit heures quinze	0.0
mise en salle a neuf heures trente	huit heures quinze	0.0
horaire prevu huit heures trente	huit heures trente	1.0
on commence a huit heures trente	huit heures trente	1.0
mise en salle a huit heures trente	huit heures trente	1.0
horaire prevu huit heures trente	dix heures  	0.0
on commence a dix heures  	huit heures trente	0.0
mise en salle a dix heures  	huit heures trente	0.0
horaire prevu neuf heures  	neuf heures  	1.0
on commence a neuf heures  	neuf heures  	1.0
mise en salle a neuf heures  	neuf heures  	1.0
horaire prevu neuf heures  	dix heures quinze	0.0
on commence a dix heures quinze	neuf heures  	0.0
mise en salle a dix heures quinze	neuf heures  	0.0
horaire prevu neuf heures quinze	neuf heures quinze	1.0
on commence a neuf heures quinze	neuf heures quinze	1.0
mise en salle a neuf heures quinze	neuf heures quinze	1.0
horaire prevu neuf heures quinze	dix heures trente	0.0
on commence a dix heures trente	neuf heures quinze	0.0
mise en salle a dix heures trente	neuf heures quinze	0.0
horaire prevu neuf heures trente	neuf heures trente	1.0
on commence a neuf heures trente	neuf heures trente	1.0
mise en salle a neuf heures trente	neuf heures trente	1.0
horaire prevu neuf heures trente	onze heures  	0.0
on commence a onze heures  	neuf heures trente	0.0
mise en salle a onze heures  	neuf heures trente	0.0
horaire prevu dix heures  	dix heures  	1.0
on commence a dix heures  	dix heures  	1.0
mise en salle a dix heures  	dix heures  	1.0
horaire prevu dix heures  	onze heures trente	0.0
on commence a onze heures trente	dix heures  	0.0
mise en salle a onze heures trente	dix heures  	0.0
horaire prevu dix heures quinze	dix heures quinze	1.0
on commence a dix heures quinze	dix heures quinze	1.0
mise en salle a dix heures quinze	dix heures quinze	1.0
horaire prevu dix heures quinze	douze heures  	0.0
on commence a douze heures  	dix heures quinze	0.0
mise en salle a douze heures  	dix heures quinze	0.0
horaire prevu dix heures trente	dix heures trente	1.0
on commence a dix heures trente	dix heures trente	1.0
mise en salle a dix heures trente	dix heures trente	1.0
horaire prevu dix heures trente	treize heures  	0.0
on commence a treize heures  	dix heures trente	0.0
mise en salle a treize heures  	dix heures trente	0.0
horaire prevu onze heures  	onze heures  	1.0
on commence a onze heures  	onze heures  	1.0
mise en salle a onze heures  	onze heures  	1.0
horaire prevu onze heures  	quatorze heures  	0.0
on commence a quatorze heures  	onze heures  	0.0
mise en salle a quatorze heures  	onze heures  	0.0
horaire prevu onze heures trente	onze heures trente	1.0
on commence a onze heures trente	onze heures trente	1.0
